run,k_reworks,realised_failures,timing_band,first_start_day,rework_types,passive_tardiness,model1_tardiness,model2_tardiness,passive_makespan,model1_makespan,model2_makespan
573,3,3,late,108.9,C|C|C,12.494,4.167,4.167,129.95,121.623,121.623
574,3,3,late,104.6,C|C|C,12.494,4.167,4.167,129.95,121.623,121.623
575,3,3,late,113.1,C|C|C,10.779,4.167,4.167,128.235,121.623,121.623
576,3,3,late,101.4,C|B|C,10.981,3.454,3.277,128.438,120.91,120.733
577,3,3,late,96.0,C|B|C,15.229,4.071,3.894,128.521,120.91,120.733
578,3,3,late,91.5,B|C|C,11.065,3.454,3.277,128.521,120.91,120.733
579,3,3,late,95.1,C|B|C,15.229,4.071,3.894,128.521,120.91,120.733
580,3,3,late,107.4,C|C|C,12.494,4.167,4.167,129.95,121.623,121.623
581,3,3,late,91.7,B|A|C,8.658,1.865,1.865,126.115,119.321,119.321
582,3,3,late,99.4,C|B|C,9.35,3.454,3.454,126.806,120.91,120.91
583,3,3,late,112.5,C|C|C,10.779,4.167,4.167,128.235,121.623,121.623
584,3,3,late,109.6,C|C|C,10.779,4.167,4.167,128.235,121.623,121.623
585,3,3,late,108.6,C|C|C,12.494,4.167,4.167,129.95,121.623,121.623
586,3,2,late,114.7,C|C|C,6.615,2.45,2.45,124.071,119.906,119.906
587,3,3,late,107.0,C|C|C,10.779,4.167,4.167,128.235,121.623,121.623
588,3,3,late,94.9,A|B|C,9.112,1.865,1.467,126.569,119.321,118.923
589,3,3,late,112.6,C|C|C,10.779,4.167,4.167,128.235,121.623,121.623
590,3,2,late,114.6,C|C|C,6.615,2.45,2.45,124.071,119.906,119.906
591,3,3,late,93.2,A|C|A,11.41,2.633,1.402,124.702,119.6,118.369
592,3,3,late,109.4,C|C|C,12.494,4.167,4.167,129.95,121.623,121.623
593,3,3,late,93.5,A|C|C,13.075,5.027,2.84,126.367,121.867,119.679
594,3,3,late,102.8,C|C|C,12.494,4.167,4.167,129.95,121.623,121.623
595,3,3,late,93.7,C|C|C,19.108,8.577,6.298,128.235,123.827,121.548
596,3,3,late,106.2,C|C|C,12.494,4.167,4.167,129.95,121.623,121.623
597,3,3,late,104.3,C|C|C,12.494,4.167,4.167,129.95,121.623,121.623
598,3,3,late,91.5,C|C|C,16.658,4.656,4.581,129.95,121.623,121.548
599,3,2,late,102.4,B|B|C,6.817,1.494,1.317,124.273,118.95,118.773
600,3,3,late,95.8,C|C|C,16.658,4.783,4.708,129.95,121.623,121.548
601,4,4,early,22.4,C|C|C|C,49.975,18.869,16.288,134.115,125.298,124.204
602,4,4,early,4.7,C|A|B|C,43.367,13.36,11.863,130.817,121.281,121.104
603,4,4,early,28.9,C|C|A|B,40.215,13.517,10.325,130.602,122.06,121.467
604,4,4,early,25.7,B|B|C|C,46.454,17.06,17.163,131.173,123.873,122.779
605,4,4,early,18.3,B|B|B|B,35.144,12.481,8.744,128.315,121.513,120.919
606,4,4,early,6.3,C|A|A|B,49.569,14.631,12.263,128.637,121.406,120.312
607,4,4,early,10.4,A|B|A|C,20.09,3.44,1.838,128.363,119.692,119.294
608,4,4,early,2.4,B|C|C|C,47.515,19.804,14.679,132.602,123.115,122.796
609,4,4,early,16.0,B|A|C|C,41.388,13.033,10.173,130.817,122.996,121.902
610,4,4,early,11.2,A|B|B|C,26.419,5.185,4.013,129.304,120.812,120.494
611,4,4,early,19.8,B|B|B|C,39.392,13.906,11.379,129.744,121.69,121.371
612,4,4,early,23.3,C|A|A|C,31.875,9.41,5.683,130.377,120.404,120.05
613,4,4,early,10.2,A|C|B|C,30.873,7.479,5.427,130.817,121.281,121.104
614,4,4,early,24.8,A|C|C|C,28.292,8.065,6.242,130.531,122.237,121.919
615,4,4,early,15.6,C|A|B|C,53.108,18.002,13.504,130.733,122.996,121.902
616,4,4,early,29.8,A|B|C|C,40.615,12.121,13.742,130.733,122.996,121.902
617,4,4,early,17.0,A|C|A|C,43.354,11.265,10.44,130.377,120.648,120.329
618,4,4,early,6.1,C|C|A|B,42.429,15.106,10.608,130.733,121.781,120.883
619,4,4,early,12.9,A|A|A|A,26.1,4.075,0.056,125.129,118.66,117.475
620,4,4,early,5.9,A|C|A|C,35.179,10.788,6.704,130.377,122.119,121.025
621,4,4,early,23.3,A|A|B|C,32.381,7.667,5.233,128.41,121.406,120.312
622,4,4,early,3.9,B|C|B|C,42.206,14.973,11.192,131.173,122.402,122.083
623,4,4,early,2.6,B|A|C|C,28.833,9.221,4.679,130.733,121.281,121.206
624,4,4,early,7.5,A|B|B|B,41.152,12.496,10.908,127.875,121.571,120.477
625,4,4,early,18.5,A|C|C|C,32.302,8.192,6.242,132.246,121.994,121.919
626,4,4,early,13.0,A|A|A|A,24.59,4.075,0.177,125.129,118.66,117.615
627,4,4,early,11.4,C|B|A|C,47.319,16.042,11.544,130.327,121.525,121.206
628,4,4,early,16.5,A|B|B|C,49.604,16.185,12.192,129.304,122.283,121.19
629,4,4,early,8.1,A|B|C|A,52.094,15.202,13.602,128.865,121.406,120.312
630,4,4,early,10.9,B|C|A|C,54.046,21.231,19.5,130.733,122.996,121.902
631,4,4,early,13.9,B|A|C|B,32.127,11.252,6.171,129.304,121.348,120.754
632,4,4,early,11.9,C|A|C|C,42.5,13.702,12.306,132.246,121.994,121.919
633,4,4,early,20.6,B|C|C|C,31.071,14.146,9.34,130.971,123.115,122.796
634,4,4,early,12.7,C|C|A|C,58.731,21.571,17.617,132.246,123.708,122.615
635,4,4,early,25.7,C|C|A|B,46.594,18.294,14.115,130.733,121.781,120.883
636,4,4,early,1.4,A|B|A|C,20.808,6.74,4.173,127.438,121.127,119.942
637,4,4,early,26.8,B|A|A|C,25.894,5.877,6.831,128.506,119.692,119.338
638,4,4,early,3.6,B|B|B|C,43.39,15.994,11.448,129.744,123.16,122.067
639,4,4,early,26.6,A|B|C|C,40.615,13.092,10.188,130.733,121.525,121.206
640,4,4,early,27.0,B|B|C|A,36.34,12.615,10.108,129.304,122.004,120.91
641,4,4,early,6.3,C|C|A|C,56.435,22.427,17.698,132.246,121.994,121.64
642,4,4,early,2.2,B|C|A|C,69.192,28.31,27.635,130.733,122.996,121.902
643,4,4,early,10.0,C|B|C|C,50.873,21.229,15.467,132.685,123.115,122.796
644,4,4,early,8.4,A|A|C|B,40.329,10.34,6.769,128.865,121.406,120.312
645,4,4,early,27.1,A|C|A|C,23.973,4.271,3.135,130.377,120.404,120.05
646,4,4,early,24.0,A|B|C|C,32.285,8.2,9.965,130.733,121.525,121.206
647,4,4,early,29.9,B|B|B|B,29.923,9.985,7.915,128.315,122.448,121.354
648,4,4,early,21.1,B|C|A|B,26.954,8.158,5.29,129.304,121.069,120.706
649,4,4,early,13.4,A|A|C|C,37.321,7.679,5.394,130.377,120.648,120.329
650,4,4,early,6.1,B|A|A|A,30.533,9.052,3.908,125.485,119.537,118.398
651,4,4,early,11.4,A|C|C|B,57.167,19.121,15.379,130.817,122.996,121.902
652,4,4,early,20.4,B|A|C|B,42.694,14.069,10.515,129.387,122.283,121.19
653,4,4,early,21.2,A|B|C|A,35.496,12.115,8.919,128.948,121.127,120.404
654,4,4,early,16.9,C|B|B|A,43.529,16.0,13.631,129.304,122.004,120.819
655,4,4,early,4.3,A|B|B|A,39.917,10.521,10.181,127.435,120.694,119.6
656,4,4,early,4.2,B|B|C|C,52.863,22.481,17.592,131.173,122.402,122.083
657,4,4,early,9.4,B|A|C|C,52.177,19.642,14.431,130.733,122.996,121.902
658,4,4,early,10.6,B|B|A|C,37.11,12.308,8.81,129.173,122.283,121.19
659,4,4,early,10.3,C|C|C|C,81.577,36.15,33.533,134.115,125.298,124.204
660,4,4,early,8.3,B|A|B|B,48.942,16.498,12.26,127.792,121.571,120.477
661,4,4,early,6.4,A|A|C|C,24.4,4.244,2.873,130.377,120.404,120.329
662,4,4,early,22.5,B|A|B|B,33.802,9.629,8.808,127.958,120.635,120.042
663,4,4,early,17.0,A|A|C|C,40.627,9.675,6.723,130.162,120.648,120.329
664,4,4,early,27.7,A|B|B|C,30.198,10.519,12.458,127.506,122.773,120.494
665,4,4,early,22.2,A|C|A|C,23.002,6.475,3.135,128.352,122.237,120.05
666,4,4,early,5.0,B|B|A|C,32.875,10.313,5.665,129.304,120.812,120.494
667,4,4,early,22.0,C|B|B|C,41.317,15.821,12.185,131.173,122.158,121.981
668,4,4,middle,45.9,A|A|C|C,21.677,3.9,3.952,130.377,120.404,120.05
669,4,4,middle,65.5,C|B|C|A,28.59,9.204,7.842,130.817,122.717,121.531
670,4,4,middle,80.5,C|A|A|C,15.575,3.438,3.04,128.867,120.404,120.006
671,4,4,middle,45.0,C|B|C|C,52.302,22.992,19.515,132.685,124.585,123.492
672,4,4,middle,36.9,A|A|A|C,35.871,9.927,9.302,126.998,120.529,119.435
673,4,4,middle,51.1,A|C|B|A,29.633,9.115,6.438,128.865,121.127,119.942
674,4,4,middle,43.5,B|C|C|B,34.5,11.229,10.321,131.256,122.938,122.667
675,4,4,middle,41.3,C|B|C|C,33.194,11.385,12.177,132.685,122.871,122.796
676,4,4,middle,46.2,C|C|B|C,42.952,16.019,13.65,132.685,123.115,122.796
677,4,4,middle,55.5,A|A|A|C,17.581,1.913,1.51,128.15,118.815,118.46
678,4,4,middle,62.2,B|C|C|C,29.029,9.425,9.031,132.685,123.115,122.796
679,4,4,middle,69.8,B|C|B|C,20.7,6.196,5.842,131.256,122.158,121.981
680,4,4,middle,76.8,B|C|C|C,20.415,7.152,9.038,130.971,123.115,122.796
681,4,4,middle,61.9,B|A|C|C,29.456,8.863,7.181,130.817,121.525,121.206
682,4,4,middle,39.9,A|C|A|C,28.138,6.231,4.373,130.377,120.404,120.05
683,4,4,middle,34.5,C|B|C|A,45.398,16.704,13.154,130.458,122.996,121.902
684,4,4,middle,84.3,C|C|C|C,20.823,6.617,6.542,134.115,123.583,123.508
685,4,4,middle,57.1,B|B|C|C,22.006,6.575,5.544,131.256,122.158,122.083
686,4,4,middle,77.6,C|B|C|C,28.577,11.583,11.088,132.602,123.115,122.796
687,4,4,middle,34.5,C|C|A|C,41.069,13.694,13.923,131.744,122.237,121.919
688,4,4,middle,45.9,A|B|B|C,35.294,12.767,10.402,129.221,122.283,121.19
689,4,4,middle,47.4,A|B|C|C,18.973,4.844,7.506,129.102,121.525,121.206
690,4,4,middle,79.5,A|A|B|C,14.119,5.206,3.417,127.092,120.192,119.515
691,4,4,middle,67.0,A|C|B|C,26.554,6.923,5.927,130.733,121.525,121.206
692,4,4,middle,77.0,B|C|C|C,22.129,6.908,6.656,132.685,122.871,122.796
693,4,4,middle,40.0,C|C|B|C,48.138,19.981,20.21,132.685,123.115,122.796
694,4,4,middle,75.3,C|C|C|B,31.888,10.977,9.946,132.685,123.65,122.694
695,4,4,middle,83.0,C|C|A|C,21.404,8.577,6.39,130.531,123.827,121.64
696,4,4,middle,39.0,C|A|A|B,24.842,10.808,7.196,127.354,119.912,119.294
697,4,4,middle,34.8,C|B|C|C,40.094,14.594,14.292,132.685,122.871,122.796
698,4,4,middle,44.2,A|C|B|B,20.604,3.908,3.477,129.304,120.412,120.392
699,4,4,middle,87.5,A|C|C|C,17.24,5.027,4.673,130.531,121.994,121.64
700,4,4,middle,72.5,A|C|A|C,21.831,7.323,3.95,128.662,122.237,120.05
701,4,4,middle,77.6,A|C|B|C,19.821,4.442,4.265,130.817,121.281,121.104
702,4,4,middle,63.4,C|B|C|C,21.844,7.865,6.594,130.971,122.871,122.694
703,4,4,middle,49.8,B|B|A|C,22.267,5.321,4.104,129.304,120.812,120.494
704,4,4,middle,45.1,C|B|A|C,26.875,10.381,6.144,129.102,123.115,120.927
705,4,4,middle,70.1,C|A|B|C,26.554,6.923,5.927,130.733,121.525,121.206
706,4,4,middle,64.0,B|C|A|B,20.875,5.663,4.667,128.863,121.069,120.392
707,4,4,middle,75.0,B|A|C|C,16.096,4.138,3.783,130.817,121.281,120.927
708,4,4,middle,52.0,C|C|B|C,42.952,16.019,13.65,132.685,123.115,122.796
709,4,4,middle,68.1,B|B|B|C,20.042,7.51,6.377,129.66,122.225,121.269
710,4,4,middle,51.5,A|C|B|C,20.402,5.733,4.19,129.102,122.237,121.104
711,4,4,middle,62.1,C|B|A|C,26.554,6.923,5.706,130.733,121.525,121.206
712,4,4,middle,50.0,B|A|C|C,24.721,9.975,9.563,129.306,121.525,121.206
713,4,4,middle,53.1,B|B|C|A,24.302,7.602,6.24,129.387,122.004,120.819
714,4,4,middle,47.2,C|B|C|A,41.95,14.744,15.433,130.817,122.996,121.902
715,4,4,middle,75.8,C|C|A|C,27.283,7.604,6.931,132.246,121.994,121.64
716,4,4,middle,61.9,A|C|B|C,24.775,6.773,5.502,130.315,121.281,121.104
717,4,4,middle,65.8,B|A|B|C,14.583,3.425,3.027,129.304,120.569,120.171
718,4,4,middle,36.4,B|B|C|C,31.642,9.804,8.21,131.256,122.402,122.083
719,4,3,middle,85.3,B|B|B|C,9.552,2.742,2.565,127.008,120.198,120.021
720,4,4,middle,51.8,A|C|C|C,31.875,8.219,7.302,132.246,122.237,121.919
721,4,4,middle,34.7,B|B|B|C,33.921,11.41,9.042,129.744,121.69,121.371
722,4,4,middle,60.3,C|C|C|C,33.317,12.254,11.085,134.115,123.583,123.508
723,4,4,middle,72.4,A|B|B|C,15.081,4.473,2.935,127.59,121.525,120.392
724,4,4,middle,39.0,A|B|C|A,38.746,12.694,9.144,128.865,121.127,119.942
725,4,4,middle,85.6,B|A|A|A,6.519,0.588,0.248,123.975,118.044,117.704
726,4,4,middle,81.0,A|C|B|B,17.304,3.573,3.517,128.802,120.412,120.392
727,4,4,middle,79.6,C|C|C|C,29.152,10.538,10.219,134.115,123.827,123.508
728,4,4,middle,80.8,C|A|B|B,15.929,3.425,3.204,129.221,120.392,120.171
729,4,4,middle,42.2,C|B|A|C,29.61,11.629,10.308,129.102,123.115,120.927
730,4,4,middle,53.6,B|C|A|B,28.027,8.685,6.367,129.387,121.348,120.392
731,4,4,middle,49.0,B|C|C|C,20.7,6.975,5.806,132.685,122.871,122.796
732,4,4,middle,34.1,B|C|C|A,40.521,14.567,15.358,130.817,122.996,121.902
733,4,4,middle,52.6,C|C|C|C,37.481,12.988,11.5,134.115,123.583,123.508
734,4,4,middle,31.5,A|B|B|C,26.608,6.754,7.885,129.221,120.569,120.392
735,4,4,late,106.1,C|C|C|C,16.658,6.127,6.127,134.115,123.583,123.583
736,4,4,late,99.7,A|C|C|C,14.383,4.538,4.258,131.84,121.994,121.715
737,4,4,late,109.8,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
738,4,4,late,91.9,A|B|C|C,13.277,3.825,3.427,130.733,121.281,120.883
739,4,4,late,100.7,B|C|C|C,15.229,5.415,5.237,132.685,122.871,122.694
740,4,4,late,98.9,A|C|C|C,14.479,4.538,4.258,131.935,121.994,121.715
741,4,4,late,99.4,B|B|C|C,13.717,4.702,4.525,131.173,122.158,121.981
742,4,4,late,101.5,B|C|C|C,15.229,5.415,5.237,132.685,122.871,122.694
743,4,1,late,115.5,C|C|C|C,2.45,2.45,2.45,119.906,119.906,119.906
744,4,3,late,112.9,C|C|C|C,10.779,4.167,4.167,128.235,121.623,121.623
745,4,4,late,108.3,C|C|C|C,16.658,6.127,6.127,134.115,123.583,123.583
746,4,1,late,116.6,C|C|C|C,2.45,2.45,2.45,119.906,119.906,119.906
747,4,4,late,106.4,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
748,4,4,late,94.8,A|A|C|C,11.41,2.948,2.55,128.867,120.404,120.006
749,4,4,late,108.8,C|C|C|C,16.658,6.127,6.127,134.115,123.583,123.583
750,4,2,late,114.6,C|C|C|C,6.615,2.45,2.45,124.071,119.906,119.906
751,4,4,late,107.9,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
752,4,2,late,112.5,C|C|C|C,6.615,2.45,2.45,124.071,119.906,119.906
753,4,3,late,110.4,C|C|C|C,10.779,4.167,4.167,128.235,121.623,121.623
754,4,4,late,96.1,C|B|C|C,19.394,6.031,5.854,132.685,122.871,122.694
755,4,1,late,116.0,C|C|C|C,2.45,2.45,2.45,119.906,119.906,119.906
756,4,4,late,100.7,B|C|C|C,15.229,5.415,5.237,132.685,122.871,122.694
757,4,4,late,96.5,C|C|C|C,19.108,8.598,8.523,134.115,123.583,123.508
758,4,4,late,95.9,C|C|C|C,20.823,6.744,6.669,134.115,123.583,123.508
759,4,4,late,103.4,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
760,4,1,late,116.4,C|C|C|C,2.45,2.45,2.45,119.906,119.906,119.906
761,4,4,late,105.4,C|C|C|C,16.658,6.127,6.127,134.115,123.583,123.583
762,4,1,late,116.2,C|C|C|C,2.45,2.45,2.45,119.906,119.906,119.906
763,4,4,late,105.6,C|C|C|C,16.658,6.127,6.127,134.115,123.583,123.583
764,4,2,late,115.0,C|C|C|C,6.615,2.45,2.45,124.071,119.906,119.906
765,4,4,late,95.4,C|B|C|C,19.394,6.031,5.854,132.685,122.871,122.694
766,4,2,late,113.9,C|C|C|C,6.615,2.45,2.45,124.071,119.906,119.906
767,4,4,late,108.0,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
768,4,4,late,91.7,A|B|B|C,11.765,3.112,2.715,129.221,120.569,120.171
769,4,2,late,113.9,C|C|C|C,6.615,2.45,2.45,124.071,119.906,119.906
770,4,4,late,110.8,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
771,4,4,late,94.7,A|C|C|C,14.79,4.538,4.258,132.246,121.994,121.715
772,4,2,late,113.6,C|C|C|C,6.615,2.45,2.45,124.071,119.906,119.906
773,4,1,late,115.6,C|C|C|C,2.45,2.45,2.45,119.906,119.906,119.906
774,4,4,late,105.5,C|C|C|C,16.658,6.127,6.127,134.115,123.583,123.583
775,4,4,late,92.6,B|C|C|C,17.679,5.904,5.727,130.971,122.871,122.694
776,4,4,late,93.4,B|C|C|C,17.596,7.885,7.708,132.602,122.871,122.694
777,4,4,late,103.3,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
778,4,4,late,104.4,C|C|C|C,16.658,6.127,6.127,134.115,123.583,123.583
779,4,4,late,99.9,B|C|C|C,15.229,5.415,5.237,132.685,122.871,122.694
780,4,4,late,95.2,A|C|C|C,14.79,4.538,4.258,132.246,121.994,121.715
781,4,1,late,116.0,C|C|C|C,2.45,2.45,2.45,119.906,119.906,119.906
782,4,4,late,91.2,A|C|C|C,23.119,6.744,6.39,132.246,121.994,121.64
783,4,4,late,108.6,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
784,4,4,late,92.1,B|B|C|C,13.717,4.702,4.525,131.173,122.158,121.981
785,4,4,late,98.1,C|C|C|C,17.394,8.598,8.523,132.4,123.583,123.508
786,4,4,late,98.1,C|C|C|C,19.108,8.598,8.523,134.115,123.583,123.508
787,4,4,late,101.3,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
788,4,4,late,95.0,B|C|C|C,17.596,7.885,7.708,132.602,122.871,122.694
789,4,4,late,108.2,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
790,4,1,late,116.7,C|C|C|C,2.45,2.45,2.45,119.906,119.906,119.906
791,4,4,late,108.2,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
792,4,4,late,102.3,B|C|C|C,13.431,5.415,5.237,130.887,122.871,122.694
793,4,4,late,94.5,B|B|C|C,12.002,4.702,4.525,129.458,122.158,121.981
794,4,4,late,99.1,B|C|C|C,15.229,5.415,5.237,132.685,122.871,122.694
795,4,4,late,110.9,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
796,4,4,late,100.0,A|C|C|C,14.335,4.538,4.258,131.792,121.994,121.715
797,4,4,late,107.1,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
798,4,4,late,92.5,C|B|C|C,19.394,5.904,5.727,132.685,122.871,122.694
799,4,4,late,110.4,C|C|C|C,14.944,6.127,6.127,132.4,123.583,123.583
800,4,4,late,95.2,C|A|C|C,18.954,5.154,4.8,132.246,121.994,121.64
801,5,5,early,24.0,A|A|C|C|C,31.223,6.694,5.746,134.04,122.365,122.29
802,5,5,early,24.0,B|B|B|C|B,64.173,26.183,21.906,132.479,124.408,123.315
803,5,5,early,14.3,C|A|B|B|B,53.069,17.425,13.075,132.04,122.596,121.64
804,5,5,early,29.8,A|A|A|C|C,37.321,7.435,5.485,132.673,121.019,120.7
805,5,5,early,11.9,A|A|B|C|C,49.692,12.483,12.585,133.113,121.896,121.577
806,5,5,early,9.9,A|B|C|A|C,41.375,10.658,9.813,133.113,121.652,121.298
807,5,5,early,25.8,C|B|C|A|C,61.344,22.398,19.679,134.981,124.956,123.862
808,5,5,early,22.3,B|C|B|A|C,47.777,17.181,13.821,133.469,123.029,122.352
809,5,5,early,19.1,C|C|B|C|C,62.346,22.538,19.579,136.85,125.075,124.756
810,5,5,early,27.3,C|A|C|B|C,54.585,19.846,15.269,134.981,123.485,123.167
811,5,5,early,10.0,B|B|A|A|B,41.402,12.217,8.083,130.171,121.942,120.848
812,5,5,early,5.2,C|C|C|B|C,84.598,34.152,30.371,136.85,126.546,125.452
813,5,5,early,23.1,C|A|C|C|C,56.863,19.981,17.121,136.41,124.198,123.879
814,5,5,early,15.3,C|B|A|C|C,48.16,16.14,11.885,134.898,123.242,123.167
815,5,5,early,6.8,C|B|A|C|B,63.077,21.523,20.844,133.552,123.308,123.037
816,5,5,early,29.2,B|A|C|B|B,35.71,9.96,8.492,132.04,121.66,121.64
817,5,5,early,12.7,B|B|A|A|C,39.146,11.615,11.129,131.6,122.375,121.19
818,5,5,early,14.1,A|B|C|B|C,34.915,8.327,8.381,133.552,122.529,122.352
819,5,5,early,17.2,B|C|B|C|A,49.167,17.025,17.163,133.552,123.965,122.779
820,5,5,early,8.5,B|C|B|B|A,49.083,17.56,15.7,132.04,122.317,121.64
821,5,5,early,26.7,C|A|B|B|C,42.377,12.59,9.177,133.552,122.529,122.352
822,5,4,early,29.1,C|B|B|B|B,34.167,11.765,8.6,129.66,121.29,121.269
823,5,5,early,24.4,C|B|C|B|C,58.058,21.5,18.954,135.421,124.362,124.044
824,5,5,early,7.2,C|C|A|C|C,73.948,26.325,25.46,136.41,124.198,123.879
825,5,5,early,12.7,A|A|A|C|B,35.077,6.04,4.119,130.933,120.842,120.571
826,5,5,early,15.5,C|B|B|C|C,38.704,14.994,10.442,135.338,124.119,123.942
827,5,5,early,18.8,B|C|A|A|B,48.715,15.935,15.169,131.683,121.719,121.448
828,5,5,early,3.7,C|C|A|A|C,51.981,17.742,16.842,134.183,122.365,122.01
829,5,5,early,7.3,B|C|C|C|A,60.069,24.146,21.102,134.981,124.677,123.492
830,5,5,early,2.1,B|B|C|C|A,65.202,25.381,21.513,133.469,123.965,122.779
831,5,5,early,7.3,C|C|A|A|A,49.677,18.898,14.067,129.652,121.652,120.421
832,5,5,early,1.8,C|A|C|A|B,65.483,20.631,19.038,133.113,123.367,122.273
833,5,5,early,12.3,A|B|C|C|C,36.344,9.04,9.196,134.981,123.242,123.167
834,5,5,early,3.1,C|C|B|A|B,70.29,27.013,22.098,133.469,124.244,123.15
835,5,5,early,18.9,C|A|B|A|C,56.25,19.333,15.163,131.519,123.367,122.273
836,5,5,early,22.5,B|C|A|C|B,43.613,14.656,12.121,133.469,123.029,122.352
837,5,5,early,2.8,C|C|B|C|C,73.41,28.806,27.942,136.85,125.075,124.756
838,5,5,early,19.2,C|A|C|B|B,64.506,22.398,17.992,133.552,124.244,123.15
839,5,5,early,27.1,A|B|B|B|A,37.808,11.227,7.771,129.729,121.662,120.477
840,5,5,early,27.4,A|C|C|B|C,41.644,17.421,14.933,133.471,123.242,123.065
841,5,5,early,7.1,C|B|C|C|C,71.981,27.558,24.556,136.85,125.075,124.756
842,5,5,early,5.7,C|C|C|B|C,85.619,36.871,35.231,136.85,125.075,124.756
843,5,5,early,1.3,C|C|A|B|B,62.25,23.269,18.781,133.469,122.373,122.352
844,5,5,early,19.1,A|A|B|B|C,35.602,6.39,4.85,131.6,121.183,120.912
845,5,5,early,3.8,C|C|C|C|C,62.469,23.279,20.379,138.279,125.544,125.469
846,5,5,early,17.5,C|A|C|C|C,54.994,18.113,14.346,136.41,124.198,123.879
847,5,5,early,21.1,A|C|A|A|C,42.629,11.356,7.34,131.162,121.019,120.7
848,5,5,early,12.4,A|A|A|A|A,19.938,2.313,0.0,125.915,118.473,117.388
849,5,5,early,2.1,C|A|C|C|C,82.277,30.525,26.571,136.41,124.198,123.879
850,5,5,early,8.6,C|A|A|A|C,57.906,17.096,18.694,131.162,122.49,122.135
851,5,5,early,5.7,A|A|A|C|C,32.492,6.588,4.248,131.162,121.019,120.7
852,5,5,early,15.6,A|C|C|C|B,58.31,20.673,16.804,134.981,124.021,123.065
853,5,5,early,14.3,C|B|A|A|C,57.7,18.5,13.967,133.029,123.367,122.273
854,5,5,early,19.9,C|C|B|C|C,71.696,29.56,26.554,136.85,125.075,124.756
855,5,5,early,3.5,B|B|B|C|C,48.86,18.119,13.944,133.908,123.406,123.331
856,5,5,early,15.3,A|A|C|C|C,65.381,22.577,19.354,133.031,124.079,122.985
857,5,5,early,7.2,A|C|A|C|C,41.058,10.615,7.85,134.542,122.365,122.29
858,5,5,early,21.8,A|A|C|B|C,38.744,8.683,6.54,132.85,121.652,121.475
859,5,5,early,8.4,B|A|A|B|A,33.113,8.858,4.869,127.635,119.85,119.638
860,5,5,early,29.4,B|B|A|B|C,22.706,7.169,4.583,131.956,121.817,121.419
861,5,5,early,16.6,A|A|B|A|C,35.079,6.169,7.279,131.16,120.306,119.987
862,5,5,early,5.7,A|C|A|B|B,54.046,15.821,14.646,131.6,121.719,121.448
863,5,5,early,7.1,C|C|C|A|C,78.838,31.094,30.229,136.052,124.198,123.879
864,5,5,early,7.3,A|A|C|B|C,33.596,6.352,4.931,133.113,121.652,121.475
865,5,5,early,21.0,A|A|C|A|C,45.65,11.321,8.221,132.673,122.21,121.025
866,5,5,early,8.5,C|A|C|B|C,46.806,19.196,13.492,133.387,123.485,123.167
867,5,5,early,3.3,C|A|C|B|C,77.74,28.644,27.142,134.898,124.956,123.862
868,5,5,middle,52.8,C|A|B|C|C,29.935,10.196,7.61,134.898,123.242,122.844
869,5,5,middle,69.3,C|A|A|A|C,25.117,5.952,4.367,131.162,120.775,120.421
870,5,5,middle,73.8,C|A|A|A|A,21.738,5.519,3.646,127.783,120.342,119.331
871,5,5,middle,41.3,A|A|A|B|C,24.085,4.365,2.448,129.423,120.062,119.885
872,5,5,middle,50.8,B|B|A|A|B,23.05,5.235,3.44,130.088,120.727,119.829
873,5,5,middle,40.6,C|B|B|C|B,46.335,18.692,16.59,133.908,124.185,123.229
874,5,5,middle,39.3,C|B|B|C|C,31.11,15.015,11.844,133.623,124.119,123.942
875,5,5,middle,44.5,A|C|B|C|B,33.098,9.946,10.635,133.469,122.529,122.352
876,5,5,middle,67.7,C|A|A|C|C,31.875,7.975,7.267,134.542,122.365,122.01
877,5,5,middle,45.2,A|A|C|A|A,27.054,5.925,3.275,129.294,120.342,119.156
878,5,5,middle,61.3,A|A|B|C|C,28.058,6.767,5.958,132.623,121.896,121.577
879,5,5,middle,38.7,C|C|B|B|B,50.992,18.263,16.558,133.908,124.185,123.915
880,5,5,middle,61.9,B|C|A|A|C,26.292,10.438,9.979,130.092,121.896,121.577
881,5,5,middle,86.0,C|C|C|B|C,31.888,11.542,11.365,136.85,124.831,124.654
882,5,5,middle,62.2,B|A|B|C|C,30.596,8.742,8.025,133.469,122.773,122.454
883,5,5,middle,57.5,C|B|C|C|C,34.623,12.225,10.148,136.85,124.831,124.756
884,5,5,middle,37.2,C|A|A|B|C,50.694,15.198,14.75,133.113,123.367,122.273
