run,k_shortages,timing_band,first_start_day,shortage_types,passive_tardiness,model1_tardiness,model2_tardiness,passive_makespan,model1_makespan,model2_makespan
984,5,late,107.4,C|C|C|C|C,4.878,4.878,4.878,122.335,122.335,122.335
985,5,late,107.4,C|C|C|C|C,2.6,2.6,2.6,120.057,120.057,120.057
986,5,late,101.5,C|C|C|C|C,1.32,1.32,1.32,118.776,118.776,118.776
987,5,late,114.6,C|C|C|C|C,0,0,0,117.456,117.456,117.456
988,5,late,111.3,C|C|C|C|C,0.61,0.61,0.61,118.066,118.066,118.066
989,5,late,116.7,C|C|C|C|C,0,0,0,117.456,117.456,117.456
990,5,late,109.4,C|C|C|C|C,2.648,2.648,2.648,120.105,120.105,120.105
991,5,late,103.5,C|C|C|C|C,2.64,2.64,2.64,120.096,120.096,120.096
992,5,late,96.1,A|B|C|C|C,2.77,0.81,0.81,120.227,118.266,118.266
993,5,late,107.4,C|C|C|C|C,2.518,2.518,2.518,119.975,119.975,119.975
994,5,late,96.1,A|A|C|C|C,2.98,2.98,2.98,120.437,120.437,120.437
995,5,late,105.5,C|C|C|C|C,1.69,1.69,1.69,119.146,119.146,119.146
996,5,late,101.5,C|C|C|C|C,3.258,3.258,3.258,120.715,120.715,120.715
997,5,late,103.5,C|C|C|C|C,1.31,1.31,1.31,118.766,118.766,118.766
998,5,late,116.2,C|C|C|C|C,0,0,0,117.456,117.456,117.456
999,5,late,99,B|C|C|C|C,1.46,1.39,1.39,118.916,118.846,118.846
1000,5,late,111.3,C|C|C|C|C,1.79,1.79,1.79,119.246,119.246,119.246
